pmid,title,abstract,year,disease_group
31472677,Impact of physical activity and diet on colorectal cancer survivors' quality of life: a systematic review.,"Post-treatment management is essential for improving the health and quality of life of colorectal cancer (CRC) survivors. The number of cancer survivors is continually increasing, which is causing a corresponding growth in the need for effective post-treatment management programs. Current research on the topic indicates that such programs should include aspects such as physical activity and a proper diet, which would form the basis of lifestyle change among CRC survivors. Therefore, this study aimed to identify the impact of physical activity and diet on the quality of life of CRC survivors. We performed a systematic literature review regarding CRC survivors. We searched the Embase, PubMed, and EBSCOhost databases, considering papers published between January 2000 and May 2017 in any language, using a combination of the following subject headings: ""colorectal cancer,"" ""colorectal carcinoma survivor,"" ""survivorship plan,"" ""survivorship care plan,"" ""survivorship program,"" ""lifestyle,"" ""activities,"" ""exercise,"" ""diet program,"" and ""nutrition."" A total of 14,036 articles were identified, with 35 satisfying the eligibility criteria for the systematic review. These articles were grouped by the study questions into physical activity and diet: 24 articles were included in the physical activity group and 11 in the diet group. The research showed that an effective survivorship program can significantly help CRC survivors maintain good health and quality of life for long periods. However, there is a lack of consensus and conclusive evidence regarding how the guidelines for such a program should be designed, in terms of both its form and content.",2019,cancer
27510186,Lifetime grain consumption and breast cancer risk.,"We evaluated individual grain-containing foods and whole and refined grain intake during adolescence, early adulthood, and premenopausal years in relation to breast cancer risk in the Nurses' Health Study II. Grain-containing food intakes were reported on a baseline dietary questionnaire (1991) and every 4 years thereafter. Among 90,516 premenopausal women aged 27-44 years, we prospectively identified 3235 invasive breast cancer cases during follow-up to 2013. 44,263 women reported their diet during high school, and from 1998 to 2013, 1347 breast cancer cases were identified among these women. Cox proportional hazards regression was used to estimate relative risks (RR) and 95 % confidence intervals (95 % CI) of breast cancer for individual, whole and refined grain foods. After adjusting for known breast cancer risk factors, adult intake of whole grain foods was associated with lower premenopausal breast cancer risk (highest vs. lowest quintile: RR 0.82; 95 % CI 0.70-0.97; P trend = 0.03), but not postmenopausal breast cancer. This association was no longer significant after further adjustment for fiber intake. The average of adolescent and early adulthood whole grain food intake was suggestively associated with lower premenopausal breast cancer risk (highest vs lowest quintile: RR 0.74; 95 % CI 0.56-0.99; P trend = 0.09). Total refined grain food intake was not associated with risk of breast cancer. Most individual grain-containing foods were not associated with breast cancer risk. The exceptions were adult brown rice which was associated with lower risk of overall and premenopausal breast cancer (for each 2 servings/week: RR 0.94; 95 % CI 0.89-0.99 and RR 0.91; 95 % CI 0.85-0.99, respectively) and adult white bread intake which was associated with increased overall breast cancer risk (for each 2 servings/week: RR 1.02; 95 % CI 1.01-1.04), as well as breast cancer before and after menopause. Further, pasta intake was inversely associated with overall breast cancer risk. Our results suggest that high whole grain food intake may be associated with lower breast cancer risk before menopause. Fiber in whole grain foods may mediate the association with whole grains.",2016,cancer
30032224,Dietary Inflammatory Index and Site-Specific Cancer Risk: A Systematic Review and Dose-Response  Meta-Analysis.,"Existing evidence suggests a link between the inflammatory potential of diet and risk of cancer. This study aimed to test the linear and potential nonlinear dose-response associations of the Dietary Inflammatory Index (DII), as being representative of inflammatory features of the diet, and site-specific cancer risk. A systematic search was conducted with the use of PubMed and Scopus from 2014 to November 2017. Prospective cohort or case-control studies reporting the risk estimates of any cancer type for ≥3 categories of the DII were selected. Studies that reported the association between continuous DII score and cancer risk were also included. Pooled RRs were calculated by using a random-effects model. Eleven prospective cohort studies (total n = 1,187,474) with 28,614 incident cases and 29 case-control studies with 19,718 cases and 33,229 controls were identified. The pooled RRs for a 1-unit increment in the DII were as follows: colorectal cancer, 1.06 (95% CI: 1.04, 1.08; I2 = 72.5%; n = 9); breast cancer, 1.03 (95% CI: 1.00, 1.07; I2 = 84.0%; n = 7); prostate cancer, 1.06 (95% CI: 0.97, 1.15; I2 = 56.2%; n = 6); pancreatic cancer, 1.16 (95% CI: 1.05, 1.28; I2 = 61.6%; n = 2); ovarian cancer, 1.08 (95% CI: 1.03, 1.13; I2 = 0%; n = 2); esophageal squamous cell carcinoma, 1.24 (95% CI: 1.10, 1.38; I2 = 64.3%; n = 2); renal cell carcinoma, 1.08 (95% CI: 1.02, 1.13; I2 = 0%; n = 2); and esophageal adenocarcinoma, 1.26 (95% CI: 1.13, 1.39; I2 = 0%; n = 2). A nonlinear dose-response meta-analysis showed that, after a somewhat unchanged risk within initial scores of the DII, the risk of colorectal cancer increased linearly with increasing DII score. In the analyses of breast and prostate cancers, the risk increased with a very slight trend with increasing DII score. In conclusion, the results showed that dietary habits with high inflammatory features might increase the risk of site-specific cancers.",2018,cancer
29713943,"The association of diet, gut microbiota and colorectal cancer: what we eat may imply what we get.","Despite the success of colonoscopy screening and recent advances in cancer treatment, colorectal cancer (CRC) still remains one of the most commonly diagnosed and deadly cancers, with a significantly increased incidence in developing countries where people are adapting to Western lifestyle. Diet has an important impact on risk of CRC. Multiple epidemiological studies have suggested that excessive animal protein and fat intake, especially red meat and processed meat, could increase the risk of developing CRC while fiber could protect against colorectal tumorigenesis. Mechanisms have been investigated by animal studies. Diet could re-shape the community structure of gut microbiota and influence its function by modulating the production of metabolites. Butyrate, one of the short-chain fatty acids (SCFAs), which act as a favorable source for colonocytes, could protect colonic epithelial cells from tumorigenesis via anti-inflammatory and antineoplastic properties through cell metabolism, microbiota homeostasis, antiproliferative, immunomodulatory and genetic/epigenetic regulation ways. In contrast, protein fermentation and bile acid deconjugation, which cause damage to colonic cells through proinflammatory and proneoplastic ways, lead to increased risk of developing CRC. In conclusion, a balanced diet with an increased abundance of fiber should be adopted to reduce the risk and prevent CRC.",2018,cancer
37111185,Sulfur Metabolism of the Gut Microbiome and Colorectal Cancer: The Threat to the Younger Generation.,"Colorectal cancer diagnosed in individuals under 50 years old is called early-onset colorectal cancer (EOCRC), and its incidence has been rising worldwide. Simultaneously occurring with increasing obesity, this worrisome trend is partly explained by the strong influence of dietary elements, particularly fatty, meaty, and sugary food. An animal-based diet, the so-called Western diet, causes a shift in dominant microbiota and their metabolic activity, which may disrupt the homeostasis of hydrogen sulfide concentration. Bacterial sulfur metabolism is recognized as a critical mechanism of EOCRC pathogenesis. This review evaluates the pathophysiology of how a diet-associated shift in gut microbiota, so-called the microbial sulfur diet, provokes injuries and inflammation to the colonic mucosa and contributes to the development of CRC.",2023,cancer
25220168,Adolescent meat intake and breast cancer risk.,"The breast is particularly vulnerable to carcinogenic influences during adolescence due to rapid proliferation of mammary cells and lack of terminal differentiation. We investigated consumption of adolescent red meat and other protein sources in relation to breast cancer risk in the Nurses' Health Study II cohort. We followed prospectively 44,231 women aged 33-52 years who, in 1998, completed a detailed questionnaire about diet during adolescence. Relative risks (RR) and 95% confidence intervals (95%CI) were estimated using Cox proportional hazard regression. We documented 1132 breast cancer cases during 13-year follow-up. In multivariable Cox regression models with major breast cancer risk factors adjustment, greater consumption of total red meat in adolescence was significantly associated with higher premenopausal breast cancer risk (highest vs. lowest quintiles, RR, 1.43; 95%CI, 1.05-1.94; Ptrend  = 0.007), but not postmenopausal breast cancer. Adolescent intake of poultry was associated with lower risk of breast cancer overall (RR, 0.76; 95%CI, 0.60-0.97; for each serving/day). Adolescent intakes of iron, heme iron, fish, eggs, legumes and nuts were not associated with breast cancer. Replacement of one serving/day of total red meat with one serving of combination of poultry, fish, legumes, and nuts was associated with a 15% lower risk of breast cancer overall (RR, 0.85; 95%CI, 0.74-0.96) and a 23% lower risk of premenopausal breast cancer (RR, 0.77; 95%CI, 0.64-0.92). In conclusion, higher consumption of red meat during adolescence was associated with premenopausal breast cancer. Substituting other dietary protein sources for red meat in adolescent diet may decrease premenopausal breast cancer risk.",2015,cancer
33990094,Educational level and colorectal cancer risk: the mediating roles of lifestyle and dietary factors.,"The association between the educational level and colorectal cancer risk was controversial in developed countries and evidence was limited in Chinese population. This study aimed to investigate the association between the educational level and colorectal cancer risk in Guangdong Province, China. From July 2010 to April 2019, 2502 newly diagnosed colorectal cancer patients and 2538 sex- and age-matched controls were recruited in this case-control study. Multivariable logistic regression models were used to examine the association between the educational level and colorectal cancer risk. Path analysis was used to investigate whether behavioral risk factors potentially mediated the association between the educational level and colorectal cancer risk. Educational level was inversely associated with the colorectal cancer risk. People who graduated from the college or above had a lower risk of colorectal cancer than those from the primary school or below, with an adjusted odds ratio of 0.42 [95% confidence intervals (CI), 0.34-0.52]. The total, direct and indirect effects of the educational level for the colorectal cancer risk were statistically significant in the path diagram. Path analysis showed that lower red and processed meat intake and higher tea and coffee drinking among high educational participants contributed to the inverse association between the educational level and colorectal cancer risk. The findings suggested that the educational level was inversely associated with the colorectal cancer risk. The association might be mediated by red and processed meat intake, household and leisure-time activities, and tea and coffee drinking.",2022,cancer
34875940,Diet and Genetic Risk Factors of Colorectal Cancer in Palestine: A Case-Control Study.,"To add evidence to the limited data available on colorectal cancer (CRC) from Palestine, we examine the risk factors associated with CRC using a matched hospital-based case-control study. A structured questionnaire was used to collect data from 105 cases and 105 controls. A multivariable conditional regression model was used to adjust for the association between study factors and CRC risk. In the model, compared with controls, cases from villages were significantly less likely to have CRC (Adjusted Odds Ratio, AOR = 0.194); taking aspirin lowered the likelihood of CRC by 24%; and having a multiple birth sibling by 33%. Also, the likelihood of CRC was lowered significantly by consuming five servings of fruits/vegetables per week or more (5-6 servings: AOR = 0.21, 7-8 servings per week: AOR = 0.04). However, cases had a significantly higher likelihood of CRC if they consumed 2-4 servings of grilled red meat per week (AOR = 4.25); smoked (AOR = 4.38); had a sedentary lifestyle (AOR = 2.53); reported parental consanguinity (AOR = 3.88); or had a family history of cancer (AOR = 6.39). Our results confirmed the association between CRC and red meat intake and smoking, and proved that parental consanguinity and family history of cancer are also risk factors for CRC.",2022,cancer
32029911,Processed meat intake and incidence of colorectal cancer: a systematic review and meta-analysis of prospective observational studies.,"The objective was to use accumulated evidence to explore the association between processed meat intake and risk of colorectal cancer (CRC) and to investigate the reliability of associations by evaluating patterns of risk by study population characteristics and research quality parameters. We included 29 observational prospective cohort studies with relative risk estimates and 95% confidence intervals for CRC according to various levels of processed meat consumption. Risk of bias was assessed using Risk Of Bias In Non-randomized Studies-of Interventions (ROBINS-I) tool. Data sources were PubMed and Embase up to January 2017. The summary relative risks for high versus low processed meat consumption and risk of CRC, colon, and rectal cancer were 1.13 (95% CI: 1.01, 1.26), 1.19 (95% CI: 1.09, 1.31), and 1.21 (95% CI: 0.98, 1.49), respectively. Similar estimates were observed for the dose-response analyses. Heterogeneity across studies was detected in most analytical models. The overall judgment showed that two out of 29 studies had a moderate risk of bias, 25 had a serious risk of bias, and 2 had a critical risk of bias. The bias domains most often rated critical were bias due to risk of confounding, bias due to missing data, and selective outcome reporting bias. Although this meta-analysis indicates a modest association between processed meat intake and an increased risk of CRC, our assessment of internal validity warrants a cautious interpretation of these results, as most of the included studies were judged to have serious or critical risks of bias.",2020,cancer
40194340,"Burden of colorectal cancer attributable to high body-mass index in 204 countries and territories, 1990-2021: Results from the Global Burden of Disease Study 2021.","A strong association between high Body Mass Index (BMI) and Colorectal Cancer (CRC) has been well established. However, the global burden of CRC attributable to high BMI remains underexplored. This study aims to examine and analyze the burden of CRC linked to high BMI at global, regional, and national levels from 1990 to 2021. A descriptive analysis of the Global Burden of Disease (GBD) Study 2021. Data on the number of deaths and disability-adjusted life years (DALYs), as well as age-standardized mortality rate (ASMR) and age-standardized DALYs rate (ASDR), were extracted from the GBD 2021. Average annual percentage change (AAPC) was calculated to evaluate the temporal change in ASDR and ASMR using Joinpoint regression analysis. The Population Attributable Fractions (PAF) were used to analyze the CRC burden attributed to risk factors. In 2021, the global deaths and DALYs of CRC attributed to high BMI were 99,270 deaths and 2,364,660 years respectively, more than double the figures from 1990. High SDI regions bore the greatest burden while low-middle and middle SDI regions experienced a faster rise, with individuals over 60 and males being the most affected. East Asia, particularly China, had the heaviest burden globally. ASMR and ASDR were correlated with SDI. The top five risk factors for CRC burden were a diet low in whole grains (17.72 %), a diet low in milk (15.10 %), a diet high in red meat (14.55 %), high BMI (9.69 %) and a diet low in calcium (8.20 %) in 2021. High BMI is a significant risk factor for CRC, with aging, population growth, gender, and SDI contributing to geographic and temporal variations in the burden. These findings highlight the urgent need for targeted prevention strategies, especially in high-risk populations, and emphasize the role of obesity prevention, early screening, lifestyle and dietary modifications, and interventions such as AI-driven technologies to reduce the CRC burden.",2025,cancer
27459444,Colorectal Cancer Epidemiology in the Nurses' Health Study.,"To review the contribution of the Nurses' Health Study (NHS) to identifying risk and protective factors for colorectal adenomas and colorectal cancer (CRC). We performed a narrative review of the publications using the NHS between 1976 and 2016. Existing epidemiological studies using the NHS have reported that red and processed meat, alcohol, smoking, and obesity were associated with an increased risk of CRC, whereas folate, calcium, vitamin D, aspirin, and physical activity were associated with decreased risk of CRC. Moreover, modifiable factors, such as physical activity, vitamin D, folate, insulin and insulin-like growth factor binding protein-1, and diet quality, were identified to be associated with survival among CRC patients. In recent years, molecular pathological epidemiological studies have been actively conducted and have shown refined results by molecular subtypes of CRC. The NHS has provided new insights into colorectal adenomas, CRC etiology, and pathogenic mechanisms. With its unique strengths, the NHS should continue to contribute to the field of CRC epidemiology and play a major role in public health.",2016,cancer
31486137,Obesity and psychosocial well-being among cancer patients and survivors.,"As the association between obesity and cancer receives increasing attention, studies have begun to examine the potential impact of excess weight on psychosocial domains during treatment and survivorship. The current study will examine the effect of weight status on psychosocial outcomes among patients diagnosed with breast cancer, prostate cancer, and colon cancer. This retrospective study included 4159 patients over the age of 55 who were diagnosed with postmenopausal breast (52.2%), prostate (38.7%), or colon cancer (9.1%). Prior to treatment, patients were screened for problem-related distress using a 33-item touch screen-based instrument. Descriptive statistics were generated for each cancer type and one-way analysis of covariance (ANCOVA) used to determine significant differences in distress by weight (nonobese: <30 kg/m<sup>2</sup> vs obese: ≥30 kg/m<sup>2</sup> ). A higher prevalence of biopsychosocial problem-related distress was reported by patients with breast cancer (M = 4.3) compared with prostate (M = 2.8) and colon cancer (M = 3.8). Obese breast and prostate cancer patients reported higher levels of problem-related distress compared with nonobese patients (P < .05), whereas an opposite trend was noted for patients with colon cancer. The current study found notable obesity-related differences among patients diagnosed with postmenopausal breast cancer or prostate cancer, with excess weight consistently associated with poorer psychosocial outcomes. These findings among a large cohort of patients provide insight into the impact of obesity during the cancer care trajectory and can provide guidance in the development and implementation of supportive care services for this ""at-risk"" population.",2019,cancer
40023392,Dietary intake of the red meat-derived glycan Neu5Gc fuels colorectal cancer through up-regulation of Wnt signaling pathway.,"Colorectal cancer (CRC) is a significant health concern, often linked to western diets, particularly red meat consumption. Several mechanisms, such as the high heme iron content, the formation of N-nitroso compounds (NOCs), heterocyclic amines (HCAs), and polycyclic aromatic hydrocarbons (PAHs), have been suggested to explain red meat's cancer-promoting effects. However, these factors are also found in fish and poultry, which are not linked to CRC risk. A new hypothesis attributes red meat's impact on CRC to its high content of a nonhuman glycan. While most mammals express N-acetylneuraminic acid (Neu5Ac) and N-glycolylneuraminic acid (Neu5Gc), humans express only Neu5Ac due to the loss of the CMAH enzyme. A red meat-rich diet leads to the incorporation of Neu5Gc into human cells, triggering an antibody-mediated inflammatory process known as xenosialitis. This study shows that Neu5Gc incorporation into CRC cells activates the Wnt/β-catenin signaling pathway, promoting cell proliferation. In a murine model lacking CMAH, a Neu5Gc-enriched diet induced intestinal polyp growth, with more malignant characteristics. Additionally, Neu5Gc incorporation in intestinal cells increased the expression of genes downstream of Wnt signaling. These findings reveal, for the first time in an in vivo model, a mechanism independent of immune response, where red meat consumption accelerates tumor progression through Neu5Gc incorporation. This activation of the Wnt/β-catenin signaling pathway provides new insight into how red meat consumption may influence CRC progression.",2025,cancer
36254717,Developing a Diet and Physical Activity Intervention for Hispanic/Latina Breast Cancer Survivors.,"There is limited guidance on how to effectively educate cancer survivors to adopt and maintain specific diet and physical activity recommendations, especially among underserved and under-resourced populations. Here, the objective is to present the development of a behavioral and theoretically-based multi-modal diet and physical activity intervention program for Hispanic/Latina breast cancer survivors, <i>Mi Vida Saludable</i> (My Healthy Life). The development process was based on the 6 steps of the Nutrition Education DESIGN Procedure: (1). <b>D</b>ecide behaviors; (2). <b>E</b>xplore determinants; (3). <b>S</b>elect theory-based model; (4). <b>I</b>ndicate objectives; (5). <b>G</b>enerate plans; and (6). <b>N</b>ail down evaluation. The theoretical framework for the intervention is Social Cognitive Theory. The resulting behavioral intervention consists of 2 components. The first component is in-person group education consisting of 4 lessons over 1 month. Each 4-hour group lesson includes a hands-on cooking component, a physical activity component, and facilitator-led nutrition education and discussion, with 2 field trips to a local grocery store and farmers' market. The second component is an e-Health program that includes weekly text messages, biweekly emailed newsletters, and ongoing website access. The systematic DESIGN Procedure provided practical guidance for developing a behaviorally-focused, theory-based, and culturally sensitive program that addresses both dietary and physical activity behaviors for delivery both in-person education and through eHealth. The Procedure may be useful for developing other behaviorally focused and theory-based interventions.",2022,cancer
39207359,"Exploring the Relationship Between Diet, Lifestyle and Gut Microbiome in Colorectal Cancer Development: A Recent Update.","Colorectal cancer (CRC) is one of the major causes of cancer-related mortality worldwide. Despite advances in treatment modalities, its prevalence continues to rise, notably among younger populations. Unhealthy dietary habits, sedentary routines, and obesity have been identified as one of the key contributors to the development of colorectal cancer, apart from genetic and epigenetic modifications. Recognizing the profound impact of diet and lifestyle on the intricate gut microbiota ecosystem offers a promising avenue for understanding CRC development and its treatment. Gut dysbiosis, characterized by imbalances favoring harmful microbes over beneficial ones, has emerged as a defining feature of CRC. Changes in diet and lifestyle can profoundly alter the composition of gut microbes and the metabolites they produce, potentially contributing to CRC onset. Focusing on recent evidence, this review discussed various dietary factors, such as high consumption of red and processed meats and low fiber intake, and lifestyle factors, including obesity, lack of physical activity, smoking, and excessive alcohol consumption, that influence the gut microbiome composition and elevate CRC risk.",2024,cancer
25975275,Mechanisms Linking Colorectal Cancer to the Consumption of (Processed) Red Meat: A Review.,"Colorectal cancer (CRC) is the third most commonly diagnosed cancer in the world. The vast majority of CRC cases have been linked to environmental causes rather than to heritable genetic changes. Over the last decades, epidemiological evidence linking the consumption of red and, more convincingly, of processed red meat to CRC has accumulated. In parallel, hypotheses on carcinogenic mechanisms underlying an association between CRC and the intake of red and processed red meat have been proposed and investigated in biological studies. The hypotheses that have received most attention until now include (1) the presence of polycyclic aromatic hydrocarbons and heterocyclic aromatic amines, two groups of compounds recognized as carcinogenic, (2) the enhancing effect of (nitrosyl)heme on the formation of carcinogenic N-nitroso compounds and lipid peroxidation. However, none of these hypotheses completely explains the link between red and processed red meat intake and the CRC risk. Consequently, scientists have proposed additional mechanisms or refined their hypotheses. This review first briefly summarizes the development of CRC followed by an in-depth overview and critical discussion of the different potential carcinogenic mechanisms underlying the increased CRC risk associated with the consumption of red and processed red meat.",2016,cancer
33544443,Disparities in colorectal cancer screening among breast and prostate cancer survivors.,"Colorectal cancer (CRC) screening is recommended as an integral part of cancer survivorship care. We compared the rates of CRC screening among breast and prostate cancer survivors by primary cancer type, patient, and geographic characteristics in a community-based health-care system with a mix of large and small metro urban areas. Data for this retrospective study were abstracted from medical records of a multi-specialty practice serving about 250,000 individuals in southern Maryland. Breast (N = 1056) and prostate (N = 891) cancer patients diagnosed prior to 2015 were followed up till June 2018. Screening colonoscopy within the last 10 years was considered to be guideline concordant. Multivariate logistic regression was used to determine the prevalence odds ratios of being concordant on CRC screening by age, gender, race, metro area type, obesity, diabetes, and hypertension. Overall 51% of survivors had undergone a screening colonoscopy. However, there was a difference in CRC screening rate between prostate (54%) and breast (44%) cancer survivors. Older age (≥65 years), being a breast cancer survivor compared to prostate cancer, and living in a large compared to small metropolitan area were associated with a lower probability of receiving CRC screening. Having hypertension was associated with higher likelihood of being current on colonoscopy screening guidelines among survivors; but diabetes and obesity were not associated with CRC screening. Low levels of CRC screening utilization were found among breast and prostate cancer survivors in a single center in Southern Maryland. Gender, comorbidities, and residential factors were associated with receipt of CRC screening.",2021,cancer
34274444,"Food security, obesity, and meat-derived carcinogen exposure in US adults.","Risk for colorectal cancer (CRC) is increased in adults with poor diet quality, low socioeconomic status, and increased body mass index (BMI). Cooked meats contain high contents of mutagenic compounds related to CRC risk. To explore differences in meat-based carcinogen exposure, a 99-item Qualtrics survey was issued to 1648 US adults. Average monthly serving size, degree of doneness, and cooking methods of meat products were obtained. The National Cancer Institute CHARRED database was used to quantify exposure to HCAs, PAHs, and Ames Predicted and Estimated mutagenicity. Questions from validated instruments assessed food security status (FSS) and demographic variables, while height and weight were self-reported to calculate BMI. Sex, FSS and obesity status (BMI > 30 kg/m<sup>2</sup>) were compared using two-sample t-tests and multivariate regression models to determine differences in meat intake and carcinogen exposure. Statistical significance was set at P < 0.05. Eight hundred fifty-six valid responses (57.4% female and 81.8% white) were obtained. Non-obese males consumed more white meat and were exposed to greater amounts of 2-amino-3,4,8-trimethylimidazo[4,5-f]quinoxaline. Food insecure and obese females consumed more red meat and had higher exposure rates of several carcinogens. Pan-frying and BBQ were the primary sources of meat-derived carcinogens. Greater disparities in carcinogen exposure were observed in females regarding BMI and FSS. Public health messages to modify meat cooking methods may be most effective for CRC prevention.",2021,cancer
27029874,[Physical activity and cardiovascular health].,"It is well known that regular moderate physical activity, in the context of a healthy lifestyle, significantly reduces the likelihood of cardiovascular events, both in primary and secondary prevention. In addition, it is scientifically proven that exercise can reduce the incidence of diabetes, osteoporosis, depression, breast cancer and colon cancer. Despite this strong evidence, sedentary lifestyle remains a widespread habit in the western world. Even in Italy the adult population has a poor attitude to regular physical activity. It is therefore necessary, as continuously recommended by the World Health Organization, to motivate people to ""move"" since the transition from inactivity to regular light to moderate physical activity has a huge impact on health, resulting in significant savings of resources. We do not need to be athletes to exercise - it should be part of all our daily routines.",2016,cancer
27057575,Breast and Colorectal Cancer Survival Disparities in Southeastern Wisconsin.,"Cancer health disparities by race, ethnicity, socioeconomic status, and geography are a top public health priority. Breast and colorectal cancer, in particular, have been shown to exhibit significant disparities and contribute a large proportion of morbidity and mortality from cancer. In addition, breast and colorectal cancer offer targets for prevention and control, including nutrition, physical activity, screening, and effective treatments to prolong and enhance the quality of survival. However, despite the investment of significant time and resources over many years, breast and colorectal cancer disparities persist, and in some cases, may be growing. This paper examines breast and colorectal cancer survival disparities in an 8-county region in southeastern Wisconsin, including the City of Milwaukee. Cox proportional hazards models were used to examine survival trends, and a new adaptation of adaptive spatial filtering--a disease mapping method--was used to examine spatial patterns of survival. Disparities by race and ethnicity are revealed, and spatial analyses identify specific areas within the study region that have lower than expected survival rates. Cancer control efforts in southeastern Wisconsin should focus on black/African American and Hispanic/Latina women to reduce breast cancer survival disparities, and black/African American populations to reduce colorectal cancer disparities. Evidence indicates that targeted interventions may be needed to serve populations in the Milwaukee and Kenosha metropolitan areas, as well as areas of Walworth, Ozaukee, and Waukesha counties.",2016,cancer
29860952,Clinical implications of low skeletal muscle mass in early-stage breast and colorectal cancer.,"Although obesity has now been widely accepted to be an important risk factor for cancer survival, the associations between BMI and cancer mortality have not been consistently linear. Although morbid obesity has clearly been associated with worse survival, some studies have suggested a U-shaped association with no adverse association with overweight or lower levels of obesity. This 'obesity paradox' may be due to the fact that BMI likely incompletely captures key measures of body composition, including distribution of skeletal muscle and adipose tissue. Fat and lean body mass can be measured using clinically acquired computed tomography scans. Many of the earlier studies focused on patients with metastatic cancer. However, skeletal muscle loss in the metastatic setting may reflect end-stage disease processes. Therefore, this article focuses on the clinical implication of low skeletal muscle mass in early-stage non-metastatic breast and colorectal cancer where measures of body composition have been shown to be strong predictors of disease-free survival and overall survival and also chemotherapy toxicity and operative risk.",2018,cancer
29689357,Red meat and colon cancer: A review of mechanistic evidence for heme in the context of risk assessment methodology.,"On October 26, 2015, IARC published a summary of their findings regarding the association of cancer with consumption of red meat or processed meat (IARC 2015; The Lancet Oncology 2015). The Working Group concluded that there is limited evidence in human beings for carcinogenicity from the consumption of red meat and inadequate evidence in experimental animals for the carcinogenicity of consumption of red meat. Nevertheless, the working group concluded that there is strong mechanistic evidence by which ingestion of red meat can be linked to human colorectal cancer and assigned red meat to Group 2A ""probably carcinogenic to humans"". The Working Group cited supporting mechanistic evidence for multiple meat components, including those formed from meat processing, such as N-nitroso compounds (NOC) and heterocyclic aromatic amines, and the endogenous compound, heme iron. The mechanism of action for each of these components is different and so it is critical to evaluate the evidence for each component separately. Consequently, this review critically examined studies that investigated mechanistic evidence associated with heme iron to assess the weight of the evidence associating exposure to red meat with colorectal cancer. The evidence from in vitro studies utilized conditions that are not necessarily relevant for a normal dietary intake and thus do not provide sufficient evidence that heme exposure from typical red meat consumption would increase the risk of colon cancer. Animal studies utilized models that tested promotion of preneoplastic conditions utilizing diets low in calcium, high in fat combined with exaggerations of heme exposure that in many instances represented intakes that were orders of magnitude above normal dietary consumption of red meat. Finally, clinical evidence suggests that the type of NOC found after ingestion of red meat in humans consists mainly of nitrosyl iron and nitrosothiols, products that have profoundly different chemistries from certain N-nitroso species which have been shown to be tumorigenic through the formation of DNA adducts. In conclusion, the methodologies employed in current studies of heme have not provided sufficient documentation that the mechanisms studied would contribute to an increased risk of promotion of preneoplasia or colon cancer at usual dietary intakes of red meat in the context of a normal diet.",2018,cancer
39537473,"Colorectal cancer in Ethiopia: Epidemiological trends, diagnostic and laboratory capacities, and challenges.","Colorectal cancer (CRC) refers to cancer that develops in the colon or rectum, parts of the large intestine. It ranks as the third most prevalent form of cancer globally. Colorectal cancer is responsible for the morbidity of millions and the loss of hundreds of thousands of lives worldwide although the incidence varies significantly depending on geographical location. In recent years, CRC has decreased in high-income countries due to technological advancements in diagnosis and treatment. However, there is an increased occurrence of CRC morbidity and mortality in low- and middle-income countries. Colorectal cancer is becoming an emerging public health concern in Ethiopia. We noticed that the incidence rates have been lower compared to more developed countries, but recent years have seen a noticeable increase. This rise is attributed to factors such as changes in diet, lifestyle, and an aging population. Common risk factors include dietary shifts towards processed foods and red meat, physical inactivity, obesity, smoking, and alcohol consumption. Unfortunately, in Ethiopia, screening programs for CRC are not widespread, and limited access to diagnostic facilities, lack of public awareness, and insufficient healthcare infrastructure contribute to late-stage diagnoses or left without diagnosis. Treatment options, including surgery, chemotherapy, and radiotherapy, are available but not uniformly accessible across the country, posing challenges for timely and effective treatment. Addressing colorectal cancer in Ethiopia requires a comprehensive approach to enhance public awareness, improve screening and early detection, expand treatment facilities, and train healthcare professionals to provide effective care.",2025,cancer
27869663,Dietary Protein Sources and Incidence of Breast Cancer: A Dose-Response Meta-Analysis of Prospective Studies.,"Protein is important to the human body, and different sources of protein may have different effects on the risk of breast cancer. Thus, we conducted a meta-analysis to investigate the association between different dietary protein sources and breast cancer risk. PubMed and several databases were searched until December 2015. Relevant articles were retrieved according to specific searching criteria. Forty-six prospective studies were included. The summary relative risk (RR) for highest versus lowest intake was 1.07 (95% confidence interval (CI) 1.01-1.14, <i>I</i>² = 34.6%) for processed meat, 0.92 (95% CI 0.84-1.00, <i>I</i>² = 0%) for soy food, 0.93 (95% CI 0.85-1.00, <i>I</i>² = 40.1%) for skim milk, and 0.90 (95% CI 0.82-1.00, <i>I</i>² = 0%) for yogurt. Similar conclusions were obtained in dose-response association for each serving increase: total red meat (RR: 1.07; 95% CI 1.01-1.14, <i>I</i>² = 7.1%), fresh red meat (RR: 1.13; 95% CI 1.01-1.26, <i>I</i>² = 56.4%), processed meat (RR: 1.09; 95% CI 1.02-1.17, <i>I</i>² = 11.8%), soy food (RR: 0.91; 95% CI 0.84-1.00, <i>I</i>² = 0%), and skim milk (RR: 0.96; 95% CI 0.92-1.00, <i>I</i>² = 11.9%). There was a null association between poultry, fish, egg, nuts, total milk, and whole milk intake and breast cancer risk. Higher total red meat, fresh red meat, and processed meat intake may be risk factors for breast cancer, whereas higher soy food and skim milk intake may reduce the risk of breast cancer.",2016,cancer
